repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content,debt_category,severity,rationale,is_false_positive,original_index
pfnet/pfrl,AutoML/RL,pfrl/__init__.py,11,NOQA,Test Debt,P3_Model_Development,from pfrl import nn  # NOQA,Code Debt,2,"The comment # NOQA is used to suppress a warning, indicating a potential code debt issue.",False,455
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_neurips_perrone_example.py,240,NOQA,Test Debt,P3_Model_Development,"col_val = np.random.choice(ranges[i], size=num_samples)  # noqa: NPY002",Code Debt,3,The use of noqa comment to suppress a warning about using np.random.choice with a non-integer size argument may indicate a lack of attention to detail in code quality.,False,456
CMA-ES/pycma,AutoML/RL,cma/interfaces.py,328,TODO,Requirement Debt,P3_Model_Development,# todo: put here rather generic formula with degrees of freedom,Code Debt,3,"The TODO comment indicates a missing implementation detail, specifically a generic formula with degrees of freedom, which is a code-level issue.",False,457
openai/mujoco-py,AutoML/RL,scripts/gen_wrappers.py,1003,TODO,Requirement Debt,P3_Model_Development,"# TODO: instead of returning None for empty arrays, instead return NumPy arrays with the appropriate shape and type",Code Debt,3,"The code does not handle edge cases for empty arrays, potentially leading to unexpected behavior or errors.",False,458
facebookresearch/ReAgent,AutoML/RL,reagent/evaluation/evaluation_data_page.py,329,FIXME,Defect Debt,P3_Model_Development,# pyre-fixme[16]: Item `Tensor` of `Tensor | Module` has no attribute `train`.,Code Debt,3,"The code is using a deprecated attribute 'train' on the Tensor class, which may cause issues in the future.",False,459
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,450,NOQA,Test Debt,P1_Data_Collection,"def _parse_data_from_arff(  # noqa: C901, PLR0912, PLR0915",Code Debt,3,"The function _parse_data_from_arff has a high cyclomatic complexity (C901) and a high number of lines (PLR0912, PLR0915), indicating a need for refactoring.",False,460
openai/mujoco-py,AutoML/RL,mujoco_py/tests/test_vfs.py,1,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile,Code Debt,3,The use of a temporary file for testing purposes may lead to file system clutter and make it harder to reproduce tests.,False,461
minerllabs/minerl,AutoML/RL,minerl/herobraine/wrapper.py,111,TODO,Requirement Debt,P3_Model_Development,# TODO: SEE IF THIS SHOULD BE CALLED OR NOT.,Code Debt,3,The TODO comment suggests a potential refactoring opportunity to improve code organization and maintainability.,False,462
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,17,TODO,Requirement Debt,P3_Model_Development,"# TODO: split tell into a variable transformation part and the ""pure""",Code Debt,3,The TODO comment indicates a need to refactor the code for better maintainability and readability.,False,463
CMA-ES/pycma,AutoML/RL,cma/options_parameters.py,470,TODO,Requirement Debt,P3_Model_Development,# TODO: find a better solution?,Code Debt,3,"The TODO comment suggests that the current solution is not optimal, indicating a need for refactoring or improvement.",False,464
facebookresearch/ReAgent,AutoML/RL,reagent/evaluation/evaluation_data_page.py,128,FIXME,Defect Debt,P3_Model_Development,# pyre-fixme[6]: For 1st param expected `Tensor` but got `bool`.,Code Debt,3,"The code is using a deprecated type hint that is not compatible with the expected type, indicating a potential issue with type safety.",False,465
minerllabs/minerl,AutoML/RL,minerl/env/_fake.py,29,TODO,Requirement Debt,P3_Model_Development,# TODO: Fake envs should use env.sample and pre_recorded envs should feature real sampled data!,Code Debt,3,"The TODO comment indicates a code smell, suggesting that the implementation does not align with the intended design.",False,466
EpistasisLab/tpot,AutoML/RL,tpot/graphsklearn.py,185,TODO,Requirement Debt,P3_Model_Development,#TODO make more memory efficient. Free memory when a transformation is no longer needed,Code Debt,3,"The code is not memory efficient, causing potential performance issues and memory leaks.",False,467
h2oai/h2o-3,AutoML/RL,h2o-py-mlflow-flavor/h2o_mlflow_flavor/__init__.py,349,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tempdir:,Code Debt,3,The use of tempfile.TemporaryDirectory() may lead to issues with reproducibility and debugging in the ML pipeline.,False,468
EpistasisLab/tpot,AutoML/RL,tpot/objectives/complexity.py,162,TODO,Requirement Debt,P3_Model_Development,#TODO consider the complexity of the kernel?,Design Debt,3,"The TODO comment suggests a potential design flaw in the kernel selection process, indicating a need for reevaluation or refactoring.",False,469
CMA-ES/pycma,AutoML/RL,cma/optimization_tools.py,622,TODO,Requirement Debt,P3_Model_Development,"# TODO: for const additive noise a better version might be with alphasigma also used for sigma-increment,",Code Debt,3,"The TODO comment suggests a potential improvement to the code, indicating a need for refactoring or optimization.",False,470
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,4181,TODO,Requirement Debt,P3_Model_Development,"# TODO: why max(..., len(histbest)/10) ???",Code Debt,3,"The TODO comment suggests a lack of understanding or incomplete implementation of the evolution strategy's history tracking, indicating a potential code debt issue.",False,471
CMA-ES/pycma,AutoML/RL,cma/fitness_models.py,59,TODO,Requirement Debt,P3_Model_Development,if 11 < 3:  # TODO: testing should be commented out some time,Test Debt,3,"The TODO comment suggests that testing is currently commented out, indicating a potential issue with testing coverage.",False,472
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/column_one_hot_encoder.py,149,TODO,Requirement Debt,P3_Model_Development,#TODO make this more consistent with sklearn baseimputer/baseencoder,Code Debt,3,The TODO comment suggests a need for refactoring to improve consistency with sklearn base imputer/base encoder.,False,473
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,640,TODO,Requirement Debt,P3_Model_Development,"# Save population, TODO remove some of these",Code Debt,3,"The TODO comment suggests that the code is not optimized, leading to unnecessary data storage, which can impact performance and model training time.",False,474
facebookresearch/ReAgent,AutoML/RL,reagent/lite/optimizer.py,1031,TEMP,Design Debt,P3_Model_Development,"self.temp = np.maximum(self.temp * self.anneal_rate, self.min_temp)",Code Debt,3,"The use of TEMP keyword and magic numbers (e.g. anneal_rate, min_temp) in the code indicates a lack of clear and maintainable code structure.",False,475
CMA-ES/pycma,AutoML/RL,cma/utilities/math.py,746,TODO,Requirement Debt,P3_Model_Development,# TODO: check that this works reliably for low rank matrices,Code Debt,3,"The TODO comment indicates a potential issue with the reliability of the code for low rank matrices, which could lead to incorrect results or errors.",False,476
facebookresearch/Pearl,AutoML/RL,pearl/safety_modules/reward_constrained_safety_module.py,188,FIXME,Defect Debt,P3_Model_Development,# pyre-fixme[58]: `+` is not supported for operand types `Tensor` and,Code Debt,3,"The code debt is due to the unsupported operand types `Tensor` and `Tensor` in the `+` operation, which requires a fix to ensure correct functionality.",False,477
facebookresearch/ReAgent,AutoML/RL,reagent/core/utils.py,103,NOQA,Test Debt,P3_Model_Development,"sys.stdin = open(""/dev/stdin"")  # noqa",Code Debt,3,"The use of sys.stdin = open('/dev/stdin') is a code smell and may indicate a workaround for a specific environment or use case, which can make the code harder to understand and maintain.",False,478
CMA-ES/pycma,AutoML/RL,cma/options_parameters.py,120,TODO,Requirement Debt,P3_Model_Development,"updatecovwait='None  #v number of iterations without distribution update, name is subject to future changes',  # TODO: rename: iterwaitupdatedistribution?",Code Debt,3,The TODO comment suggests a potential refactoring opportunity to improve code readability and maintainability by renaming a variable.,False,479
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,270,TODO,Requirement Debt,P3_Model_Development,# TODO (R): Move this to env_spec in some reasonable way.,Design Debt,3,"The TODO comment suggests a refactoring opportunity to improve the design of the env_spec, indicating a design debt.",False,480
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,634,TODO,Requirement Debt,P3_Model_Development,# TODO This could probably be an independent function?,Code Debt,3,"The TODO comment suggests that the code could be refactored into a separate, independent function for better maintainability and reusability.",False,481
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,5024,HACK,Design Debt,P3_Model_Development,# a hack:,Code Debt,3,"The code contains a comment indicating a 'hack', suggesting a workaround or temporary solution that may not be ideal or maintainable.",False,482
facebookresearch/ReAgent,AutoML/RL,reagent/data/manual_data_module.py,96,FIXME,Defect Debt,P1_Data_Collection,# pyre-fixme[11]: Annotation `RewardOptions` is not defined as a type.,Code Debt,3,"The FIXME comment indicates a potential issue with type annotation in the RewardOptions class, which may cause compilation errors or type-related issues.",False,483
CMA-ES/pycma,AutoML/RL,cma/more_algorithms/purecma.py,518,TODO,Requirement Debt,P3_Model_Development,"TODO: the recorded data are kept in memory and keep growing, which",Code Debt,3,"The recorded data are kept in memory and growing, which can lead to performance issues and memory leaks.",False,484
facebookresearch/Pearl,AutoML/RL,pearl/pearl_agent.py,96,FIXME,Defect Debt,P3_Model_Development,# pyre-fixme[16]: `PolicyLearner` has no attribute `safety_module`.,Code Debt,3,"The FIXME comment indicates a potential issue with the PolicyLearner class, specifically the safety_module attribute, which may not be correctly implemented.",False,485
h2oai/h2o-3,AutoML/RL,h2o-bindings/bin/gen_java.py,37,TODO,Requirement Debt,P3_Model_Development,"if h2o_type.startswith(""Map""): return ""null""  # TODO: handle Map",Code Debt,3,"The code is not handling the 'Map' type, which may lead to unexpected behavior or errors.",False,486
google-deepmind/bsuite,AutoML/RL,bsuite/utils/plotting.py,230,HACK,Design Debt,P3_Model_Development,"+ gg.geom_hline(gg.aes(yintercept=0.0), alpha=0)  # axis hack",Code Debt,3,The use of a 'hack' comment suggests a temporary or quick fix that may not be maintainable or scalable in the long term.,False,487
CMA-ES/pycma,AutoML/RL,cma/transformations.py,835,TODO,Requirement Debt,P3_Model_Development,"# TODO: generally, a percentile instead of the max seems preferable",Design Debt,3,"The use of max instead of a percentile for transformation is a design decision that may not be optimal, indicating a need for reevaluation.",False,488
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_kdd_rijn_example.py,158,NOQA,Test Debt,P3_Model_Development,"for idx, pname in enumerate(parameter_names):  # noqa: PLW2901",Code Debt,3,"The use of noqa comment to suppress a warning indicates a potential code debt, as it may indicate a temporary fix or a workaround rather than a proper solution.",False,489
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,4213,TODO,Requirement Debt,P3_Model_Development,"if 11 < 3 and 2 * l < len(es.fit.histbest):  # TODO: this might go wrong, because the nb of written columns changes",Code Debt,3,"The TODO comment suggests a potential issue with the logic of the conditional statement, which could lead to incorrect behavior or errors.",False,490
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,211,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[float]) -> float: ...  # noqa: E704",Code Debt,3,"The comment # noqa: E704 suggests a potential code smell or a deviation from the standard coding style, indicating a need for refactoring.",False,491
minerllabs/minerl,AutoML/RL,minerl/herobraine/env_spec.py,274,TODO,Requirement Debt,P3_Model_Development,# TODO: Perhaps some logging is necessary,Documentation Debt,2,"The comment suggests logging is necessary, indicating a lack of documentation for logging requirements.",False,492
AI4Finance-Foundation/FinRL,AutoML/RL,finrl/agents/stablebaselines3/hyperparams_opt.py,601,TODO,Requirement Debt,P3_Model_Development,# TODO: optimize the alive_bonus_offset too,Performance Optimization Debt,3,"The alive_bonus_offset parameter may not be optimized for performance, potentially leading to suboptimal model behavior.",False,493
facebookresearch/ReAgent,AutoML/RL,reagent/evaluation/ope_adapter.py,73,FIXME,Defect Debt,P3_Model_Development,"# pyre-fixme[6]: For 1st param expected `Union[None,",Code Debt,3,"The FIXME comment indicates a potential issue with the function parameter type hinting, which may lead to type-related errors or warnings.",False,494
CMA-ES/pycma,AutoML/RL,cma/experimentation.py,713,TODO,Requirement Debt,P3_Model_Development,"TODO: generalize by passing the `DataFrame` method name for saving, like",Code Debt,3,"The TODO comment indicates a hardcoded solution that needs to be generalized, which is a code smell.",False,495
CMA-ES/pycma,AutoML/RL,cma/options_parameters.py,848,HACK,Design Debt,P3_Model_Development,ccovfac = opts['CMA_on']  # that's a hack,Code Debt,3,"The use of a comment indicating a 'hack' suggests a temporary or non-ideal solution, which is a common characteristic of code debt.",False,496
minerllabs/minerl,AutoML/RL,minerl/utils/process_watcher.py,34,TEMP,Design Debt,P3_Model_Development,"type=str, help='Temporary directories which should be deleted '",Code Debt,2,"Temporary directories are not being deleted, potentially causing file system clutter and impacting model development efficiency.",False,497
DEAP/deap,AutoML/RL,deap/benchmarks/binary.py,37,TEMP,Design Debt,P3_Model_Development,decoded[i] = min_ + (temp * (max_ - min_)),Code Debt,3,The use of the temporary variable 'temp' in the calculation may indicate a lack of clarity or maintainability in the code.,False,498
optuna/optuna-integration,AutoML/RL,optuna_integration/skorch/skorch.py,15,NOQA,Test Debt,P3_Model_Development,Callback = object  # NOQA,Code Debt,3,"The use of the NOQA comment suggests a potential code smell or a deviation from the standard Python style guide, indicating a need for refactoring.",False,499
facebookresearch/ReAgent,AutoML/RL,reagent/evaluation/ope_adapter.py,64,FIXME,Defect Debt,P3_Model_Development,"# pyre-fixme[6]: For 1st param expected `Union[None, List[typing.Any],",Code Debt,3,"The FIXME comment indicates a potential issue with the type hint for the 1st parameter, which may cause issues with code completion or static analysis tools.",False,500
facebookresearch/Pearl,AutoML/RL,pearl/pearl_agent.py,55,TODO,Requirement Debt,P3_Model_Development,# TODO: define a data structure that hosts the configs for a Pearl Agent,Design Debt,3,"The TODO comment indicates a missing design element, specifically a data structure to host configs for a Pearl Agent, which affects the overall architecture of the codebase.",False,501
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/steady_state_evolver.py,609,TODO,Requirement Debt,P3_Model_Development,"new_population_index = np.ravel(self.survival_selector(weighted_scores, k=self.population_size, rng=self.rng)) #TODO make it clear that we are concatenating scores...",Code Debt,3,"The TODO comment in the code indicates a need for clarity on the concatenation of scores, which can lead to confusion and bugs if not addressed.",False,502
shankarpandala/lazypredict,AutoML/RL,tests/test_timeseries.py,583,BUG,Defect Debt,P3_Model_Development,# Predictions storage bug fix tests,Test Debt,3,"The test file contains a bug fix for predictions storage, indicating a potential issue with the testing framework or the code being tested.",False,503
CMA-ES/pycma,AutoML/RL,cma/interfaces.py,329,TODO,Requirement Debt,P3_Model_Development,# todo: replace these base class computations with the appropriate,Code Debt,3,The TODO comment indicates a need to refactor existing code to improve maintainability and adherence to best practices.,False,504
minerllabs/minerl,AutoML/RL,tests/excluded/ai_crowd_env_render_test.py,38,TODO,Requirement Debt,P3_Model_Development,# TODO: ADD ASSERTION FOR IF RENDER CALL HAPPENS!,Test Debt,3,"The code is missing an assertion for a critical functionality, which can lead to undetected bugs.",False,505
CMA-ES/pycma,AutoML/RL,cma/constraints_handler.py,1044,TODO,Requirement Debt,P3_Model_Development,"self.log_in_es(es, np.nan, [np.nan])  # TODO: we could use self.best_feas",Code Debt,3,"The TODO comment suggests a potential improvement to the code, specifically using self.best_feas instead of np.nan, indicating a need for refactoring or optimization.",False,506
CMA-ES/pycma,AutoML/RL,cma/constraints_handler.py,1090,HACK,Design Debt,P3_Model_Development,"""""""a hack to have something in the cma-logger divers plot.",Code Debt,3,"The code contains a hack to achieve a specific plot, indicating a workaround that may not be maintainable or scalable.",False,507
facebookresearch/ReAgent,AutoML/RL,reagent/lite/optimizer.py,542,TEMP,Design Debt,P3_Model_Development,"sampled_solutions, _ = sample_from_logits(self.logits, batch_size, temp)",Code Debt,3,"The use of the 'TEMP' keyword in the comment suggests a temporary or experimental implementation, which may not be optimal or maintainable in the long term.",False,508
openml/openml-python,AutoML/RL,openml/datasets/functions.py,295,NOQA,Test Debt,P1_Data_Collection,"error_if_multiple: bool = False,  # noqa: FBT002",Code Debt,3,"The use of the NOQA comment to suppress a linter warning indicates a potential code debt issue, as it may indicate a deliberate choice to ignore a best practice.",False,509
pfnet/pfrl,AutoML/RL,examples/atari/train_acer_ale.py,12,NOQA,Test Debt,P3_Model_Development,import pfrl  # NOQA:E402,Code Debt,3,"The import statement is commented out with a NOQA directive, indicating a potential code debt related to unused or unnecessary imports.",False,510
minerllabs/minerl,AutoML/RL,minerl/env/_multiagent.py,369,TODO,Requirement Debt,P3_Model_Development,# Todo: Add catch-up,Code Debt,3,"The TODO comment indicates a missing implementation for catch-up logic, which is a code-level issue.",False,511
facebookresearch/ReAgent,AutoML/RL,reagent/data/oss_data_fetcher.py,21,FIXME,Defect Debt,P1_Data_Collection,# pyre-fixme[21]: Could not find module `reagent.workflow.types`.,Code Debt,2,"The FIXME comment indicates a potential issue with the import statement, but the actual problem is a missing module import.",False,512
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,283,TODO,Requirement Debt,P1_Data_Collection,"# TODO(eddiebergman): Better docstring, I don't know what qualities means",Documentation Debt,2,"The code lacks a clear understanding of the 'qualities' term, indicating a need for improved documentation.",False,513
CMA-ES/pycma,AutoML/RL,cma/fitness_models.py,320,HACK,Design Debt,P3_Model_Development,# a hack to have some grasp on zero evaluations from outside,Code Debt,3,"The code contains a hack to handle zero evaluations, indicating a temporary or workaround solution that may not be scalable or maintainable.",False,514
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,164,BUG,Defect Debt,P3_Model_Development,# 10/10/17: bug-fix: return values of fmin now use phenotyp (relevant,Code Debt,3,"The code contains a bug-fix comment indicating a change to the return values of fmin, suggesting a potential issue with the code's functionality.",False,515
pfnet/pfrl,AutoML/RL,pfrl/agents/__init__.py,16,NOQA,Test Debt,P3_Model_Development,from pfrl.agents.soft_actor_critic import SoftActorCritic  # NOQA,Code Debt,3,"The comment # NOQA suggests that the line is intentionally ignored by linters, which may indicate a code smell or a workaround.",False,516
openml/openml-python,AutoML/RL,openml/_api_calls.py,243,NOQA,Test Debt,P3_Model_Development,"exists_ok: bool = True,  # noqa: FBT002",Code Debt,2,The use of 'exists_ok' parameter with 'True' value is a code smell and may indicate a lack of error handling.,False,517
pfnet/pfrl,AutoML/RL,pfrl/agents/a2c.py,270,NOQA,Test Debt,P3_Model_Development,)  # NOQA,Code Debt,3,The comment )  # NOQA is unnecessary and can be removed to improve code readability.,False,518
CMA-ES/pycma,AutoML/RL,cma/transformations.py,505,TODO,Requirement Debt,P3_Model_Development,TODO: this is a stump,Code Debt,3,The TODO comment suggests a potential incomplete or inefficient implementation of a transformation in the CMA algorithm.,False,519
EpistasisLab/tpot,AutoML/RL,tpot/graphsklearn.py,186,TODO,Requirement Debt,P3_Model_Development,#TODO better handle multiple roots,Code Debt,3,"The TODO comment indicates a need for refactoring or improvement in the code's handling of multiple roots, which could lead to bugs or unexpected behavior.",False,520
facebookresearch/ReAgent,AutoML/RL,reagent/lite/optimizer.py,737,TEMP,Design Debt,P3_Model_Development,"assert temp is not None, ""temp is needed for sampling logits""",Code Debt,3,"The code assumes the existence of a variable 'temp' without checking for its presence, which can lead to unexpected behavior or errors.",False,521
shankarpandala/lazypredict,AutoML/RL,lazypredict/_base.py,19,NOQA,Test Debt,P3_Model_Development,from lazypredict.exceptions import ModelFitError  # noqa: F401,Code Debt,3,"The noqa comment is used to suppress a specific warning, but it does not address the underlying issue, indicating a potential code debt.",False,522
facebookresearch/ReAgent,AutoML/RL,reagent/data/manual_data_module.py,108,FIXME,Defect Debt,P1_Data_Collection,# pyre-fixme[16]: Module `reagent` has no attribute `workflow`.,Code Debt,3,"The FIXME comment indicates a potential issue with the code, specifically a missing attribute in the reagent module, which could lead to runtime errors or unexpected behavior.",False,523
CMA-ES/pycma,AutoML/RL,cma/recombination_weights.py,229,FIXME,Defect Debt,P3_Model_Development,"if lambda_ < 2:  # somewhat a hack, FIXME",Code Debt,3,The use of a hardcoded value (lambda_ < 2) in the recombination weights calculation is a code smell and may lead to maintenance issues.,False,524
EpistasisLab/tpot,AutoML/RL,tpot/population.py,369,TODO,Requirement Debt,P3_Model_Development,#TODO put this loop in population class,Code Debt,3,"The TODO comment indicates a missing implementation in the population class, which is a code-level issue.",False,525
pfnet/pfrl,AutoML/RL,examples/atari/train_acer_ale.py,9,NOQA,Test Debt,P3_Model_Development,import numpy as np  # NOQA:E402,Code Debt,3,"The import statement is commented out with a NOQA directive, which is not a standard Python convention, and may cause confusion for other developers.",False,526
CMA-ES/pycma,AutoML/RL,cma/logger.py,1349,TODO,Requirement Debt,P3_Model_Development,_x[-1] = minxend  # TODO: should be ax[1],Code Debt,3,"The TODO comment indicates a potential bug or incorrect logic in the code, specifically in the line where _x[-1] is assigned a value.",False,527
facebookresearch/ReAgent,AutoML/RL,reagent/data/manual_data_module.py,311,TODO,Requirement Debt,P1_Data_Collection,# TODO: we currently use the same data for test and validation.,Test Debt,3,"The code is using the same data for test and validation, which may lead to biased model evaluation.",False,528
minerllabs/minerl,AutoML/RL,minerl/env/replay_wrapper.py,280,TODO,Requirement Debt,P3_Model_Development,# TODO implement boat / horse activation,Code Debt,3,"The TODO comment indicates a missing implementation in the code, which is a code debt issue.",False,529
automl/HpBandSter,AutoML/RL,hpbandster/optimizers/bohb.py,79,TODO,Requirement Debt,P3_Model_Development,# TODO: Propper check for ConfigSpace object!,Code Debt,3,"The TODO comment indicates a potential issue with the ConfigSpace object, which could lead to incorrect hyperparameter tuning in the AutoML/RL pipeline.",False,530
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,2918,TODO,Requirement Debt,P3_Model_Development,# TODO: recompute population after adaptation (see transformations.DD.update)?,Code Debt,3,"The TODO comment indicates a potential issue with the population recomputation after adaptation, which could impact the correctness of the AutoML/RL model.",False,531
CMA-ES/pycma,AutoML/RL,cma/logger.py,2232,TODO,Requirement Debt,P3_Model_Development,"# idx = idx[_where(map(lambda x: x in dat.f[:,0], idx))[0]] # TODO: takes pretty long",Performance Optimization Debt,4,"The TODO comment suggests a performance bottleneck in the code, specifically a slow operation when filtering indices.",False,532
CMA-ES/pycma,AutoML/RL,cma/constraints_handler.py,1042,TODO,Requirement Debt,P3_Model_Development,if len(self.G) == 0:  # TODO: we could first self(es.result.xfavorite) and should be fine,Code Debt,3,"The TODO comment suggests a potential improvement to the code's efficiency or readability, indicating a code debt issue.",False,533
minerllabs/minerl,AutoML/RL,minerl/herobraine/test_env_spec.py,40,TODO,Requirement Debt,P3_Model_Development,"#     assert False, ""test not written yet."" # TODO: (@wguss)",Test Debt,3,"The TODO comment indicates a missing test case, which is a common source of technical debt in automated testing.",False,534
CMA-ES/pycma,AutoML/RL,cma/sigma_adaptation.py,358,TODO,Requirement Debt,P3_Model_Development,self.index_to_compare = 0.5 * (r**0.5 + 2.0 * (1 - r**0.5) / np.log(es.N + 9)**2) * (es.popsize)  # TODO,Code Debt,3,"The TODO comment suggests a potential mathematical or algorithmic issue in the calculation of self.index_to_compare, indicating a need for code review or refactoring.",False,535
CMA-ES/pycma,AutoML/RL,cma/integer_centering.py,318,TODO,Requirement Debt,P3_Model_Development,"CAVEAT/TODO: the bias correction currently doesn't check bounds,",Code Debt,3,"The code does not check bounds for bias correction, potentially leading to incorrect results.",False,536
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/feature_set_selector.py,47,TODO,Requirement Debt,P3_Model_Development,#TODO clean this up and make sure it works,Code Debt,3,The TODO comment indicates a need for refactoring or improvement in the code's functionality.,False,537
CMA-ES/pycma,AutoML/RL,cma/bbobbenchmarks.py,513,TODO,Requirement Debt,P3_Model_Development,# TODO: make this test on other attributes than param?,Test Debt,3,"The TODO comment indicates a missing test case for other attributes, which could lead to incomplete testing of the model.",False,538
facebookresearch/Pearl,AutoML/RL,test/integration/test_integration.py,982,NOQA,Test Debt,P3_Model_Development,"url = ""https://raw.githubusercontent.com/jb3618columbia/offline_data/fbaccdd8d994479298c930d684ac49285f3cc901/offline_raw_transitions_dict_200k.pt""  # noqa: E501",Code Debt,2,The use of a hardcoded URL in the test file violates the principle of configuration as code.,False,539
CMA-ES/pycma,AutoML/RL,cma/experimentation.py,548,TODO,Requirement Debt,P3_Model_Development,TODO: consider using cma.utilities.utils.DictClass2 instead namedtuple?,Code Debt,2,The TODO comment suggests a potential refactoring opportunity to improve code organization and maintainability.,False,540
facebookresearch/ReAgent,AutoML/RL,reagent/data/manual_data_module.py,86,FIXME,Defect Debt,P1_Data_Collection,# pyre-fixme[13]: Attribute `_normalization_data_map` is never initialized.,Code Debt,3,"The attribute `_normalization_data_map` is not initialized, indicating a potential code issue.",False,541
CMA-ES/pycma,AutoML/RL,cma/integer_centering.py,353,TODO,Requirement Debt,P3_Model_Development,#     # TODO: this breaks the bias correct condition,Code Debt,3,"The TODO comment indicates a potential issue with the integer centering code, suggesting a need for refactoring or fixing the bias correction condition.",False,542
CMA-ES/pycma,AutoML/RL,cma/optimization_tools.py,910,TODO,Requirement Debt,P3_Model_Development,self.res['x'] = x  # TODO: res['x'] does not look perfect,Code Debt,3,"The TODO comment suggests that the code for storing the result 'x' in 'res' may not be optimal, indicating a potential improvement in code quality.",False,543
EpistasisLab/tpot,AutoML/RL,tpot/graphsklearn.py,184,TODO,Requirement Debt,P3_Model_Development,#TODO add attribute to decide 'method' for each node,Design Debt,3,"The TODO comment indicates a missing design element, specifically the decision on the 'method' for each node, which affects the overall architecture of the AutoML/RL model.",False,544
shankarpandala/lazypredict,AutoML/RL,tests/test_roadmap_features.py,330,NOQA,Test Debt,P3_Model_Development,import pyspark  # noqa: F401,Code Debt,3,"The import statement is commented out, indicating unused code, which can lead to technical debt and maintenance issues.",False,545
pfnet/pfrl,AutoML/RL,docs/conf.py,91,TODO,Requirement Debt,P3_Model_Development,"# If true, `todo` and `todoList` produce output, else they produce nothing.",Documentation Debt,2,"The TODO comment in the code is not properly addressed, indicating a need for documentation improvement.",False,546
AI4Finance-Foundation/FinRL,AutoML/RL,finrl/config.py,74,XXX,Design Debt,P3_Model_Development,"ALPACA_API_SECRET = ""xxx""  # your ALPACA_API_SECRET",Configuration Debt,3,Hardcoded ALPACA_API_SECRET is a security risk and should be replaced with an environment variable or a secure configuration mechanism.,False,547
CMA-ES/pycma,AutoML/RL,cma/logger.py,711,TODO,Requirement Debt,P3_Model_Development,# TODO should be optional the phenotyp?,Code Debt,3,"The TODO comment suggests a potential refactoring of the code to make the phenotyp optional, indicating a need for code improvement.",False,548
CMA-ES/pycma,AutoML/RL,cma/options_parameters.py,936,TODO,Requirement Debt,P3_Model_Development,# 2 / ((N + 1.3)** 1.75 + mueff))  # TODO,Code Debt,3,"The TODO comment suggests a mathematical formula is incomplete or incorrect, indicating a potential issue with the code's logic.",False,549
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,301,TODO,Requirement Debt,P3_Model_Development,TODO: this looks overdesigned. Only the keyword `iteration` is,Design Debt,3,"The code is overdesigned for a single keyword, indicating a potential complexity issue.",False,550
CMA-ES/pycma,AutoML/RL,cma/evolution_strategy.py,5345,TODO,Requirement Debt,P3_Model_Development,"if _al.lam is None:  # TODO: better abide by an ""official"" interface?",Code Debt,3,"The code comment suggests a potential improvement in adherence to an official interface, indicating a need for refactoring or reorganization of the code.",False,551
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_lightning/pytorch_lightning.py,24,NOQA,Test Debt,P3_Model_Development,"LightningModule = object  # type: ignore[assignment, misc]  # NOQA[F811]",Code Debt,3,"The comment suggests a potential type hint issue, but the actual issue is a type ignore, indicating a code debt related to type checking.",False,552
facebookresearch/ReAgent,AutoML/RL,reagent/lite/optimizer.py,1107,TEMP,Design Debt,P3_Model_Development,"self, batch_size: int, temp: Optional[float] = None",Code Debt,3,The use of a temporary parameter 'temp' with a default value of None may lead to unexpected behavior or bugs if not properly handled.,False,553
CMA-ES/pycma,AutoML/RL,cma/transformations.py,1290,BUG,Defect Debt,P3_Model_Development,# is not intended. This may have been a bug?,Code Debt,3,"The comment suggests a potential bug in the code, indicating a need for review and potential refactoring.",False,554
h2oai/h2o-3,AutoML/RL,scripts/gen_numerical_data.py,58,TEMP,Design Debt,P3_Model_Development,"h2o.download_csv(bottom20FrameL.cbind(bottom20FrameF), ""/Users/wendycwong/temp/Top20Per.csv"" )",Code Debt,3,The use of hardcoded file paths and temporary directories can lead to issues with reproducibility and maintainability.,False,555
