original_index,repo,category,keyword,comment,file_path,is_genuine_satd,debt_category,severity,severity_reason,is_new_category,new_category_name,ml_pipeline_stage,model_used,classified_at
1119,,NLP,NOQA,,docs/conf.py,True,Documentation Debt,1,The presence of NOQA suggests a documentation issue rather than a code or performance issue.,False,,General,llama-3.1-8b-instant,2026-05-09T06:05:51.678249
1120,,NLP,TEMP,,docs/conf.py,True,Documentation Debt,2,Temporary keyword found in documentation file,False,,General,llama-3.1-8b-instant,2026-05-09T06:05:55.464617
1121,,NLP,NOQA,,flair/__init__.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation over time,False,,General,llama-3.1-8b-instant,2026-05-09T06:05:59.255706
1122,,NLP,BUG,,flair/data.py,True,Defect Debt,3,The presence of a BUG keyword in a data file indicates a defect in the data processing or loading mechanism.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:03.143718
1123,,NLP,WORKAROUND,,flair/file_utils.py,True,Code Debt,3,The presence of a WORKAROUND keyword in a file suggests a temporary fix that may not be ideal or maintainable.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:06.952730
1124,,NLP,TODO,,flair/file_utils.py,True,Code Debt,3,The presence of a TODO comment in a utility file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:10.696224
1125,,NLP,TEMP,,flair/file_utils.py,True,Code Debt,3,Temporary variable usage may lead to code complexity and maintenance issues,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:15.662476
1126,,NLP,TEMP,,flair/file_utils.py,True,Code Debt,3,Temporary variables or functions may indicate a lack of refactoring or code organization.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:18.403410
1127,,NLP,WORKAROUND,,flair/file_utils.py,True,Code Debt,3,The presence of a WORKAROUND keyword in a file suggests a temporary fix that may not be ideal or maintainable.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:23.326217
1128,,NLP,TEMP,,tests/test_datasets.py,True,Code Debt,3,"Temporary code (TEMP) suggests a workaround or quick fix, indicating potential technical debt.",False,,General,llama-3.1-8b-instant,2026-05-09T06:06:27.412164
1129,,NLP,TODO,,tests/test_sentence.py,True,Inadequate Testing Debt,3,Presence of TODO comment in test file indicates incomplete or missing test cases.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:30.170811
1130,,NLP,TODO,,conftest.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:35.032703
1131,,NLP,NOQA,,tests/test_dict.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:38.969330
1132,,NLP,TODO,,tests/test_dynamicbatching.py,True,Test Debt,3,Presence of TODO comment in a test file indicates incomplete or pending test cases.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:41.916325
1133,,NLP,TODO,,tests/test_eval_model.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the testing process.,False,,Model Evaluation,llama-3.1-8b-instant,2026-05-09T06:06:45.669194
1134,,NLP,TODO,,tests/test_eval_model.py,True,Test Debt,3,Presence of TODO comment in test file indicates incomplete or pending test implementation,False,,Model Evaluation,llama-3.1-8b-instant,2026-05-09T06:06:50.439219
1135,,NLP,NOQA,,tests/test_lr_schedulers.py,True,Code Debt,2,The presence of the NOQA comment suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:54.308079
1136,,NLP,TEMP,,tests/test_miscscripts.py,True,Code Debt,3,Use of temporary variable or placeholder,False,,General,llama-3.1-8b-instant,2026-05-09T06:06:58.114684
1137,,NLP,TODO,,tests/test_other_scripts.py,True,Test Debt,3,Presence of TODO comment in a test file indicates incomplete or pending test cases,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:00.939548
1138,,NLP,TODO,,tests/test_other_scripts.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:04.731830
1139,,NLP,TEMP,,tests/test_self_chat.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete test implementation,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:09.510222
1140,,NLP,TEMP,,tests/test_self_chat.py,True,Code Debt,3,Use of TEMP keyword suggests a temporary or workaround solution in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:13.309459
1141,,NLP,NOQA,,tests/test_tfidf_retriever.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:17.164985
1142,,NLP,TEMP,,run_squad.py,True,Code Debt,3,Temporary solution or workaround used in the code,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:19.973966
1143,,NLP,TEMP,,tokenization_test.py,True,Test Debt,3,Temporary tokenization test implementation may lead to inconsistent results,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:24.810486
1144,,NLP,TEMP,,method_comparison/app.py,True,Code Debt,3,Temporary variable usage may indicate a lack of refactoring or code organization,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:27.578038
1145,,NLP,TEMP,,scripts/train_memory.py,True,Code Debt,3,Use of temporary keyword suggests potential for code refactoring or optimization,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:32.353439
1146,,NLP,TODO,,setup.py,True,Code Debt,3,The presence of a TODO comment in a setup.py file indicates a potential issue with the code's maintainability or functionality.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:35.429386
1147,,NLP,TODO,,tests/conftest.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:39.421817
1148,,NLP,TEMP,,tests/test_adaption_prompt.py,True,Prompt Template Debt,3,TEMP keyword suggests a temporary or placeholder prompt template,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:43.193459
1149,,NLP,TEMP,,tests/test_adaption_prompt.py,True,Prompt Template Debt,3,Use of TEMP keyword in comment suggests a temporary solution or workaround for prompt template,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:46.980791
1150,,NLP,TEMP,,tests/test_adaption_prompt.py,True,Prompt Template Debt,3,TEMP keyword suggests a temporary or placeholder prompt template,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:50.803888
1151,,NLP,TODO,,tests/test_adaption_prompt.py,True,Prompt Template Debt,3,The presence of a TODO comment in a test file indicates a potential issue with prompt template adaptation.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:54.916440
1152,,NLP,TEMP,,tests/test_arrow.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:07:58.648895
1153,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or ad-hoc testing approach,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:02.448679
1154,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or ad-hoc testing approach,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:06.178307
1155,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:10.057139
1156,,NLP,TEMP,,tests/test_auto.py,True,Code Debt,3,Temporary code (TEMP) suggests a workaround or quick fix.,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:13.882395
1157,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:17.704732
1158,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Temporary test setup detected,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:21.583962
1159,,NLP,TEMP,,tests/test_auto.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:25.343394
1160,,NLP,BUG,,tests/test_auto.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:29.089484
1161,,NLP,TEMP,,tests/test_common_gpu.py,True,Code Debt,3,Temporary or placeholder code is often a sign of code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:32.868238
1162,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:36.720584
1163,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:40.560679
1164,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:44.455814
1165,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:48.287542
1166,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:52.053457
1167,,NLP,TEMP,,tests/test_common_gpu.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:55.882971
1168,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword in a comment suggests a temporary configuration or workaround.,False,,General,llama-3.1-8b-instant,2026-05-09T06:08:59.708855
1169,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword in a comment may indicate a temporary configuration or workaround,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:03.515441
1170,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword suggests a temporary configuration that may not be properly managed,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:07.237416
1171,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Potential misconfiguration in the test environment,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:11.026163
1172,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword in a comment suggests a temporary configuration or workaround.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:14.827627
1173,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword in a comment suggests a temporary configuration or workaround,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:18.606697
1174,,NLP,TEMP,,tests/test_config.py,True,Configuration Debt,3,Potential misconfiguration due to use of TEMP keyword,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:22.334871
1175,,NLP,BUG,,tests/test_config.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:26.161566
1176,,NLP,TEMP,,tests/test_custom_models.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:29.888320
1177,,NLP,BUG,,tests/test_custom_models.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:33.731910
1178,,NLP,BUG,,tests/test_custom_models.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:37.480245
1179,,NLP,TEMP,,tests/test_custom_models.py,True,Test Debt,3,Temporary workaround in test file may indicate incomplete or inadequate testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:41.257634
1180,,NLP,TEMP,,tests/test_custom_models.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:45.119349
1181,,NLP,BUG,,tests/test_custom_models.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:48.886421
1182,,NLP,WORKAROUND,,tests/test_custom_models.py,True,Code Debt,3,The presence of a WORKAROUND keyword in a test file suggests a temporary fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:52.662622
1183,,NLP,TODO,,tests/test_decoder_models.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:09:56.411222
1184,,NLP,TODO,,tests/test_decoder_models.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:00.243804
1185,,NLP,BUG,,tests/test_decoder_models.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:04.030205
1186,,NLP,BUG,,tests/test_decoder_models.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:07.893684
1187,,NLP,TEMP,,tests/test_decoder_models.py,True,Code Debt,3,Temporary workaround or hack in the code,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:11.746967
1188,,NLP,TEMP,,tests/test_decoder_models.py,True,Code Debt,3,Temporary or placeholder code is often a sign of code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:15.516581
1189,,NLP,TODO,,tests/test_encoder_decoder_models.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:19.276901
1190,,NLP,TEMP,,tests/test_encoder_decoder_models.py,True,Code Debt,3,Temporary or placeholder code is often a sign of code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:22.998806
1191,,NLP,TODO,,tests/test_feature_extraction_models.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:26.760267
1192,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Temporary workaround in test file indicates incomplete or inadequate testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:30.499686
1193,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Temporary workaround in test file indicates incomplete or inadequate testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:35.798304
1194,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:38.563259
1195,,NLP,TEMP,,tests/test_gptqmodel.py,True,Inadequate Testing Debt,3,Temporary solution or workaround detected in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:42.303963
1196,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Temporary workaround in test file may indicate incomplete or inadequate testing.,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:46.046325
1197,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:49.885916
1198,,NLP,TEMP,,tests/test_gptqmodel.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete test implementation,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:53.597664
1199,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:10:57.459460
1200,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code duplication or complexity,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:01.277643
1201,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:05.002932
1202,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:08.736087
1203,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:12.480971
1204,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Potential test failure due to temporary conditions,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:16.355866
1205,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:20.221578
1206,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Potential performance impact due to temporary variables,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:24.022347
1207,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue with testing.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:27.865447
1208,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:31.610304
1209,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:35.447033
1210,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary or placeholder code is often a sign of technical debt in the codebase.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:39.365530
1211,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:43.181517
1212,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:46.925831
1213,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary or placeholder code is often a sign of code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:50.839990
1214,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:54.683253
1215,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:11:58.448888
1216,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary or placeholder code is present in the repository.,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:02.314499
1217,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code duplication or complexity,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:06.157892
1218,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary workaround or hack in the codebase,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:09.924443
1219,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:13.698403
1220,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:17.493880
1221,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary solution or placeholder used in testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:21.354299
1222,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:25.391294
1223,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:29.156460
1224,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary solution or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:32.969230
1225,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary solution or placeholder used in testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:35.835783
1226,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary workaround or hack in the code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:40.278488
1227,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:44.166169
1228,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of TEMP keyword in a test file may indicate temporary or workaround code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:47.888484
1229,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:51.712915
1230,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:55.514677
1231,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary or placeholder code is used in tests,False,,General,llama-3.1-8b-instant,2026-05-09T06:12:59.346002
1232,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary workaround or hack in the code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:02.082373
1233,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code complexity or lack of refactoring,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:05.964752
1234,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary solution or placeholder used in testing code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:09.698753
1235,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue with testing.,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:13.471499
1236,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of TEMP keyword suggests temporary or workaround code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:17.208890
1237,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of TEMP keyword in a test file may indicate a temporary or workaround solution.,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:21.083230
1238,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary variable or placeholder in code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:24.899981
1239,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential for code refactoring,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:28.811418
1240,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code complexity or fragility,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:32.567221
1241,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:36.534829
1242,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:40.406029
1243,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code duplication or complexity,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:44.133523
1244,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:47.896121
1245,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary or placeholder code (TEMP) may indicate a lack of proper refactoring or code organization.,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:51.787756
1246,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:55.555562
1247,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code duplication or complexity,False,,General,llama-3.1-8b-instant,2026-05-09T06:13:59.374353
1248,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:03.153439
1249,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:07.000527
1250,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:10.948947
1251,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:14.677525
1252,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:18.441855
1253,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Temporary workaround or hack in the codebase,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:22.202239
1254,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:26.244404
1255,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,2,Temporary keyword used in file name,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:30.058686
1256,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue or incomplete functionality.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:34.228322
1257,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:37.088217
1258,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:40.973938
1259,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:44.832805
1260,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of the keyword TEMP in a test file suggests a potential test debt.,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:48.844893
1261,,NLP,TEMP,,tests/test_gpu_examples.py,True,Test Debt,3,Use of TEMP keyword in test file suggests temporary or incomplete testing,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:52.667803
1262,,NLP,TEMP,,tests/test_gpu_examples.py,True,Code Debt,3,Use of temporary keyword suggests potential code complexity or workaround,False,,General,llama-3.1-8b-instant,2026-05-09T06:14:56.406798
1263,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:15:00.185899
1264,,NLP,TODO,,tests/test_gpu_examples.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T06:15:04.070205
