repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content
EpistasisLab/tpot,AutoML/RL,tpot/population.py,124,TODO,Requirement Debt,P3_Model_Development,self.use_unique_id = True #Todo clean this up. perhaps pull unique_id() out of baseestimator and have it be supplied as a function
EpistasisLab/tpot,AutoML/RL,tpot/population.py,132,TODO,Requirement Debt,P3_Model_Development,"new_population_index = np.ravel(selector(weighted_scores, k=n_survivors, rng=rng)) #TODO make it clear that we are concatenating scores..."
EpistasisLab/tpot,AutoML/RL,tpot/population.py,147,TODO,Requirement Debt,P3_Model_Development,#TODO take into account when the value is not a list/tuple?
EpistasisLab/tpot,AutoML/RL,tpot/population.py,148,TODO,Requirement Debt,P3_Model_Development,#TODO make invalid a global variable?
EpistasisLab/tpot,AutoML/RL,tpot/population.py,162,TODO,Requirement Debt,P3_Model_Development,"if isinstance(column_names, str): #TODO check this"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,172,TODO,Requirement Debt,P3_Model_Development,"#TODO make keep repeats allow for previously evaluated individuals,"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,193,TODO,Requirement Debt,P3_Model_Development,#TODO check for proper inputs
EpistasisLab/tpot,AutoML/RL,tpot/population.py,271,TODO,Requirement Debt,P3_Model_Development,"#TODO make sure not to get repeats in this list even if repeats are in the ""live"" population"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,299,TODO,Requirement Debt,P3_Model_Development,#TODO should we just generate one offspring per crossover?
EpistasisLab/tpot,AutoML/RL,tpot/population.py,337,TODO,Requirement Debt,P3_Model_Development,"if not pd.api.types.is_object_dtype(self.evaluated_individuals[""Parents""]): #TODO Is there a cleaner way of doing this? Not required for some python environments?"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,339,TODO,Requirement Debt,P3_Model_Development,"if not pd.api.types.is_object_dtype(self.evaluated_individuals[""Variation_Function""]):#TODO Is there a cleaner way of doing this? Not required for some python environments?"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,359,TODO,Requirement Debt,P3_Model_Development,#TODO should we just generate one offspring per crossover?
EpistasisLab/tpot,AutoML/RL,tpot/population.py,369,TODO,Requirement Debt,P3_Model_Development,#TODO put this loop in population class
EpistasisLab/tpot,AutoML/RL,tpot/population.py,414,TODO,Requirement Debt,P3_Model_Development,"if not pd.api.types.is_object_dtype(self.evaluated_individuals[""Parents""]): #TODO Is there a cleaner way of doing this? Not required for some python environments?"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,419,TODO,Requirement Debt,P3_Model_Development,"if not pd.api.types.is_object_dtype(self.evaluated_individuals[""Variation_Function""]): #TODO Is there a cleaner way of doing this? Not required for some python environments?"
EpistasisLab/tpot,AutoML/RL,tpot/population.py,450,TODO,Requirement Debt,P3_Model_Development,#TODO put this loop in population class
EpistasisLab/tpot,AutoML/RL,tpot/population.py,463,TODO,Requirement Debt,P3_Model_Development,#TODO put this loop in population class
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/arithmetictransformer.py,42,TODO,Requirement Debt,P3_Model_Development,#TODO potentially we could do operations on every combo (mul would be all possible pairs multiplied with each other)
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/arithmetictransformer.py,93,TODO,Requirement Debt,P3_Model_Development,"results = np.divide(1.0, X.astype(float), out=np.zeros_like(X).astype(float), where=X!=0) #TODO remove astypefloat?"
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/arithmetictransformer.py,102,TODO,Requirement Debt,P3_Model_Development,"#TODO these could be ""sorted order"""
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/arithmetictransformer.py,235,TODO,Requirement Debt,P3_Model_Development,"return np.divide(1.0, X.astype(float), out=np.zeros_like(X).astype(float), where=X!=0) #TODO remove astypefloat?"
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/column_one_hot_encoder.py,149,TODO,Requirement Debt,P3_Model_Development,#TODO make this more consistent with sklearn baseimputer/baseencoder
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/column_one_hot_encoder.py,185,TODO,Requirement Debt,P3_Model_Development,#TODO make this more consistent with sklearn baseimputer/baseencoder
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/column_one_hot_encoder.py,281,TODO,Requirement Debt,P3_Model_Development,#TODO make this more consistent with sklearn baseimputer/baseencoder
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/column_one_hot_encoder.py,318,TODO,Requirement Debt,P3_Model_Development,#TODO make this more consistent with sklearn baseimputer/baseencoder
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/feature_set_selector.py,37,TODO,Requirement Debt,P3_Model_Development,#TODO handle sparse input?
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/feature_set_selector.py,47,TODO,Requirement Debt,P3_Model_Development,#TODO clean this up and make sure it works
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/feature_set_selector.py,108,TODO,Requirement Debt,P3_Model_Development,#TODO keep returned as dataframe if input is dataframe? may not be consistent with sklearn
EpistasisLab/tpot,AutoML/RL,tpot/builtin_modules/imputer.py,37,TODO,Requirement Debt,P3_Model_Development,#TODO support np arrays
EpistasisLab/tpot,AutoML/RL,tpot/config/classifiers.py,131,TODO,Requirement Debt,P3_Model_Development,#TODO Does not support predict_proba
EpistasisLab/tpot,AutoML/RL,tpot/config/classifiers.py,267,TODO,Requirement Debt,P3_Model_Development,"'loss': Categorical(""loss"", ['modified_huber']), #don't include hinge because we have LinearSVC, don't include log because we have LogisticRegression. TODO 'squared_hinge'? doesn't support predict pro"
EpistasisLab/tpot,AutoML/RL,tpot/config/classifiers.py,350,TODO,Requirement Debt,P3_Model_Development,#TODO support auto shrinkage when solver is svd. may require custom node
EpistasisLab/tpot,AutoML/RL,tpot/config/classifiers_sklearnex.py,42,TODO,Requirement Debt,P3_Model_Development,"'n_estimators': 100, #TODO make this a higher number? learned?"
EpistasisLab/tpot,AutoML/RL,tpot/config/classifiers_sklearnex.py,66,TODO,Requirement Debt,P3_Model_Development,#TODO add conditionals
EpistasisLab/tpot,AutoML/RL,tpot/config/get_configspace.py,82,TODO,Requirement Debt,P3_Model_Development,"from sklearn.feature_selection import f_classif, f_regression #TODO create a selectomixin using these?"
EpistasisLab/tpot,AutoML/RL,tpot/config/get_configspace.py,159,TODO,Requirement Debt,P3_Model_Development,"# TODO need to subclass ""GaussianProcessClassifier"" and 'GaussianProcessRegressor'. These require n_features as a parameter for the kernel, but n_features may be different depending on selection funct"
EpistasisLab/tpot,AutoML/RL,tpot/config/get_configspace.py,616,TODO,Requirement Debt,P3_Model_Development,# TODO Add IterativeImputer with more estimator methods
EpistasisLab/tpot,AutoML/RL,tpot/config/regressors.py,42,TODO,Requirement Debt,P3_Model_Development,#TODO: fill in remaining
EpistasisLab/tpot,AutoML/RL,tpot/config/regressors.py,43,TODO,Requirement Debt,P3_Model_Development,#TODO check for places were we could use log scaling
EpistasisLab/tpot,AutoML/RL,tpot/config/selectors.py,36,TODO,Requirement Debt,P3_Model_Development,#TODO: how to best support transformers/selectors that take other transformers with their own hyperparameters?
EpistasisLab/tpot,AutoML/RL,tpot/config/transformers.py,64,TODO,Requirement Debt,P3_Model_Development,OneHotEncoder_configspace = {} #TODO include the parameter for max unique values
EpistasisLab/tpot,AutoML/RL,tpot/config/transformers.py,66,TODO,Requirement Debt,P3_Model_Development,OrdinalEncoder_configspace = {} #TODO include the parameter for max unique values
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,424,TODO,Requirement Debt,P3_Model_Development,self.generation = self.population.evaluated_individuals['Generation'].max() + 1 #TODO check if this is empty?
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,506,BUG,Defect Debt,P3_Model_Development,"raise Exception(""No individuals could be evaluated in the initial population. This may indicate a bug in the configuration, included models, or objective functions. Set verbose>=4 to see the errors th"
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,535,TODO,Requirement Debt,P3_Model_Development,"#cur_best_scores =  self.population.get_column(self.population.population, column_names=self.objective_names).max(axis=0)*sign #TODO this assumes the current population is the best"
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,634,TODO,Requirement Debt,P3_Model_Development,# TODO This could probably be an independent function?
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,640,TODO,Requirement Debt,P3_Model_Development,"# Save population, TODO remove some of these"
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,674,TODO,Requirement Debt,P3_Model_Development,"#TODO if we are not using selection method for each step, we can create single threads that run all steps for an individual. No need to come back each step."
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,683,TODO,Requirement Debt,P3_Model_Development,"# Save population, TODO remove some of these"
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/base_evolver.py,911,TODO,Requirement Debt,P3_Model_Development,k = survival_counts[step] + len(invalids) #TODO can remove the min if the selections method can ignore k>population size
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/steady_state_evolver.py,543,TODO,Requirement Debt,P3_Model_Development,"#cur_best_scores =  self.population.get_column(self.population.population, column_names=self.objective_names).max(axis=0)*sign #TODO this assumes the current population is the best"
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/steady_state_evolver.py,609,TODO,Requirement Debt,P3_Model_Development,"new_population_index = np.ravel(self.survival_selector(weighted_scores, k=self.population_size, rng=self.rng)) #TODO make it clear that we are concatenating scores..."
EpistasisLab/tpot,AutoML/RL,tpot/evolvers/steady_state_evolver.py,688,BUG,Defect Debt,P3_Model_Development,"raise Exception(""No individuals could be evaluated in the initial population. This may indicate a bug in the configuration, included models, or objective functions. Set verbose>=4 to see the errors th"
EpistasisLab/tpot,AutoML/RL,tpot/objectives/complexity.py,153,TODO,Requirement Debt,P3_Model_Development,#TODO consider the complexity of the kernel?
EpistasisLab/tpot,AutoML/RL,tpot/objectives/complexity.py,162,TODO,Requirement Debt,P3_Model_Development,#TODO consider the complexity of the kernel?
EpistasisLab/tpot,AutoML/RL,tpot/search_spaces/base.py,80,TODO,Requirement Debt,P3_Model_Development,#TODO currently TPOT population class manually uses the unique_id to generate the index for the population data frame.
EpistasisLab/tpot,AutoML/RL,tpot/selectors/map_elites_selection.py,37,TODO,Requirement Debt,P3_Model_Development,#TODO make these functions take in a predetermined set of bins rather than calculating a new set each time
EpistasisLab/tpot,AutoML/RL,tpot/selectors/max_weighted_average_selector.py,58,TODO,Requirement Debt,P3_Model_Development,ave_scores = [np.nanmean(s ) for s in scores ] #TODO make this more efficient
EpistasisLab/tpot,AutoML/RL,tpot/selectors/max_weighted_average_selector.py,59,TODO,Requirement Debt,P3_Model_Development,chosen = np.argsort(ave_scores)[::-1][0:k] #TODO check this behavior with nans
NVIDIA/Megatron-LM,Deep Learning,mamba_builders.py,14,NOQA,Test Debt,P3_Model_Development,"from hybrid_builders import *  # noqa: F401,F403"
NVIDIA/Megatron-LM,Deep Learning,mamba_builders.py,15,NOQA,Test Debt,P3_Model_Development,from hybrid_builders import hybrid_builder as mamba_builder  # noqa: F401
NVIDIA/Megatron-LM,Deep Learning,pretrain_gpt.py,222,TODO,Requirement Debt,P3_Model_Development,cu_seqlens_for_params = cu_seqlens_padded if cu_seqlens_padded is not None else cu_seqlens # TODO(asolergi-nv): Currently there is a bug forcing cu_seqlens to be cu_seqlens_padded
NVIDIA/Megatron-LM,Deep Learning,pretrain_gpt.py,389,TEMP,Design Debt,P3_Model_Development,# Temporary for transition to core datasets
NVIDIA/Megatron-LM,Deep Learning,pretrain_hybrid.py,341,TEMP,Design Debt,P3_Model_Development,# Temporary for transition to core datasets
NVIDIA/Megatron-LM,Deep Learning,pretrain_vlm.py,157,TODO,Requirement Debt,P3_Model_Development,# TODO: Make these configurable via input .yaml config.
NVIDIA/Megatron-LM,Deep Learning,train_rl.py,40,TODO,Requirement Debt,P3_Model_Development,# TODO(Peter): This is a hack to get around the fact that we are activation recomputation for training but not
NVIDIA/Megatron-LM,Deep Learning,train_rl.py,65,NOQA,Test Debt,P3_Model_Development,except:  # noqa E722
NVIDIA/Megatron-LM,Deep Learning,train_rl.py,389,TEMP,Design Debt,P3_Model_Development,# Temporary for transition to core datasets
NVIDIA/Megatron-LM,Deep Learning,docs/conf.py,84,WORKAROUND,Design Debt,P3_Model_Development,# This is a workaround that uses the parser located in autodoc2_docstrings_parser.py to allow autodoc2 to
NVIDIA/Megatron-LM,Deep Learning,tools/run_inference_performance_test.py,215,TODO,Requirement Debt,P3_Model_Development,# TODO(ksanthanam): Use a command line argument for warmup iterations
NVIDIA/Megatron-LM,Deep Learning,tools/run_text_generation_server.py,60,TODO,Requirement Debt,P3_Model_Development,# TODO(ksanthanam): Convert this to use dynamic inference counterparts
NVIDIA/Megatron-LM,Deep Learning,examples/bert/pretrain_bert.py,182,TEMP,Design Debt,P3_Model_Development,# Temporary for transition to core datasets
openml/openml-python,AutoML/RL,openml/_api_calls.py,41,NOQA,Test Debt,P3_Model_Development,"API_TOKEN_HELP_LINK = ""https://openml.github.io/openml-python/latest/examples/Basics/introduction_tutorial/#authentication""  # noqa: S105"
openml/openml-python,AutoML/RL,openml/_api_calls.py,137,NOQA,Test Debt,P3_Model_Development,"exists_ok: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/_api_calls.py,243,NOQA,Test Debt,P3_Model_Development,"exists_ok: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/_api_calls.py,355,NOQA,Test Debt,P3_Model_Development,md5 = hashlib.md5()  # noqa: S324
openml/openml-python,AutoML/RL,openml/_api_calls.py,361,NOQA,Test Debt,P3_Model_Development,"def _send_request(  # noqa: C901, PLR0912"
openml/openml-python,AutoML/RL,openml/_config.py,207,NOQA,Test Debt,P3_Model_Development,"def _create_log_handlers(self, create_file_handler: bool = True) -> None:  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/_config.py,345,NOQA,Test Debt,P3_Model_Development,except Exception:  # noqa: BLE001
openml/openml-python,AutoML/RL,openml/_config.py,360,NOQA,Test Debt,P3_Model_Development,except Exception as e:  # noqa: BLE001
openml/openml-python,AutoML/RL,openml/_config.py,495,NOQA,Test Debt,P3_Model_Development,reversed_url_suffix = os.sep.join(url_parts)  # noqa: PTH118
openml/openml-python,AutoML/RL,openml/_config.py,496,NOQA,Test Debt,P3_Model_Development,"return os.path.join(self._root_cache_directory, reversed_url_suffix)  # noqa: PTH118"
openml/openml-python,AutoML/RL,openml/base.py,48,TODO,Requirement Debt,P3_Model_Development,# TODO(eddiebergman): This would be much cleaner as an iterator...
openml/openml-python,AutoML/RL,openml/cli.py,27,NOQA,Test Debt,P3_Model_Development,except Exception:  # noqa: BLE001
openml/openml-python,AutoML/RL,openml/cli.py,255,NOQA,Test Debt,P3_Model_Development,def configure_field(  # noqa: PLR0913
openml/openml-python,AutoML/RL,openml/exceptions.py,19,NOQA,Test Debt,P3_Model_Development,class OpenMLServerException(OpenMLServerError):  # noqa: N818
openml/openml-python,AutoML/RL,openml/exceptions.py,25,NOQA,Test Debt,P3_Model_Development,# https://stackoverflow.com/questions/16244923/how-to-make-a-custom-exception-class-with-multiple-init-args-pickleable  # noqa: E501
openml/openml-python,AutoML/RL,openml/exceptions.py,40,NOQA,Test Debt,P3_Model_Development,class OpenMLCacheException(PyOpenMLError):  # noqa: N818
openml/openml-python,AutoML/RL,openml/exceptions.py,44,NOQA,Test Debt,P3_Model_Development,class OpenMLHashException(PyOpenMLError):  # noqa: N818
openml/openml-python,AutoML/RL,openml/testing.py,40,TODO,Requirement Debt,P3_Model_Development,# TODO: This could be made more explcit with a TypedDict instead of list[str | int]
openml/openml-python,AutoML/RL,openml/testing.py,57,TEMP,Design Debt,P3_Model_Development,"""""""Setup variables and temporary directories."
openml/openml-python,AutoML/RL,openml/testing.py,61,TEMP,Design Debt,P3_Model_Development,* creates a temporary working directory
openml/openml-python,AutoML/RL,openml/testing.py,81,NOQA,Test Debt,P3_Model_Development,content = os.listdir(static_cache_dir)  # noqa: PTH208
openml/openml-python,AutoML/RL,openml/testing.py,185,NOQA,Test Debt,P3_Model_Development,md5 = hashlib.md5()  # noqa: S324
openml/openml-python,AutoML/RL,openml/testing.py,218,NOQA,Test Debt,P3_Model_Development,def _check_fold_timing_evaluations(  # noqa: PLR0913
openml/openml-python,AutoML/RL,examples/Advanced/suites_tutorial.py,75,NOQA,Test Debt,P3_Model_Development,"task_ids_for_suite = sorted(np.random.choice(all_tasks, replace=False, size=20))  # noqa: NPY002"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_kdd_rijn_example.py,158,NOQA,Test Debt,P3_Model_Development,"for idx, pname in enumerate(parameter_names):  # noqa: PLW2901"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_neurips_perrone_example.py,48,NOQA,Test Debt,P3_Model_Development,"def fetch_evaluations(run_full=False, flow_type=""svm"", metric=""area_under_roc_curve""):  # noqa: FBT002"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_neurips_perrone_example.py,107,NOQA,Test Debt,P3_Model_Development,"run_count=np.iinfo(np.int64).max,  # noqa: B008"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_neurips_perrone_example.py,238,NOQA,Test Debt,P3_Model_Development,"col_val = np.random.uniform(low=ranges[i][0], high=ranges[i][1], size=num_samples)  # noqa: NPY002"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/2018_neurips_perrone_example.py,240,NOQA,Test Debt,P3_Model_Development,"col_val = np.random.choice(ranges[i], size=num_samples)  # noqa: NPY002"
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/benchmark_with_optunahub.py,103,NOQA,Test Debt,P3_Model_Development,except Exception as e:  # noqa: BLE001
openml/openml-python,AutoML/RL,examples/_external_or_deprecated/upload_amlb_flows_and_runs.py,175,NOQA,Test Debt,P3_Model_Development,"r = np.random.rand(150 * n_repeats, 3)  # noqa: NPY002"
openml/openml-python,AutoML/RL,openml/datasets/data_feature.py,11,NOQA,Test Debt,P1_Data_Collection,class OpenMLDataFeature:  # noqa: PLW1641
openml/openml-python,AutoML/RL,openml/datasets/data_feature.py,35,NOQA,Test Debt,P1_Data_Collection,def __init__(  # noqa: PLR0913
openml/openml-python,AutoML/RL,openml/datasets/data_feature.py,83,NOQA,Test Debt,P1_Data_Collection,"def _repr_pretty_(self, pp: pretty.PrettyPrinter, cycle: bool) -> None:  # noqa: ARG002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,44,NOQA,Test Debt,P1_Data_Collection,class OpenMLDataset(OpenMLBase):  # noqa: PLW1641
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,126,NOQA,Test Debt,P1_Data_Collection,"def __init__(  # noqa: C901, PLR0912, PLR0913, PLR0915"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,204,TODO,Requirement Debt,P1_Data_Collection,# TODO add function to check if the name is casual_string128
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,245,TODO,Requirement Debt,P1_Data_Collection,"# TODO(0.15): to switch to ""qualities_file is not None"" below and remove warning"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,274,TODO,Requirement Debt,P1_Data_Collection,# TODO(eddiebergman): These should return a value so we can set it to be not None
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,283,TODO,Requirement Debt,P1_Data_Collection,"# TODO(eddiebergman): Better docstring, I don't know what qualities means"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,387,NOQA,Test Debt,P1_Data_Collection,"def _get_arff(self, format: str) -> dict:  # noqa: A002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,407,TODO,Requirement Debt,P1_Data_Collection,# TODO: add a partial read method which only returns the attribute
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,450,NOQA,Test Debt,P1_Data_Collection,"def _parse_data_from_arff(  # noqa: C901, PLR0912, PLR0915"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,588,NOQA,Test Debt,P1_Data_Collection,"with open(feather_attribute_file, ""wb"") as fh:  # noqa: PTH123"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,594,NOQA,Test Debt,P1_Data_Collection,"with open(data_pickle_file, ""wb"") as fh:  # noqa: PTH123"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,625,NOQA,Test Debt,P1_Data_Collection,"def _load_data(self) -> tuple[pd.DataFrame, list[bool], list[str]]:  # noqa: PLR0912, C901, PLR0915"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,650,NOQA,Test Debt,P1_Data_Collection,"categorical, attribute_names = pickle.load(fh)  # noqa: S301"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,654,NOQA,Test Debt,P1_Data_Collection,"data, categorical, attribute_names = pickle.load(fh)  # noqa: S301"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,725,NOQA,Test Debt,P1_Data_Collection,def get_data(  # noqa: C901
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,728,NOQA,Test Debt,P1_Data_Collection,"include_row_id: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,729,NOQA,Test Debt,P1_Data_Collection,"include_ignore_attribute: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,873,NOQA,Test Debt,P1_Data_Collection,def get_features_by_type(  # noqa: C901
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,877,NOQA,Test Debt,P1_Data_Collection,"exclude_ignore_attribute: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,878,NOQA,Test Debt,P1_Data_Collection,"exclude_row_id_attribute: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1003,NOQA,Test Debt,P1_Data_Collection,return pickle.load(fh_binary)  # type: ignore  # noqa: S301
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1005,NOQA,Test Debt,P1_Data_Collection,except:  # noqa: E722
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1041,TODO,Requirement Debt,P1_Data_Collection,# TODO(eddiebergman): Should this really exist?
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1047,TODO,Requirement Debt,P1_Data_Collection,# TODO(eddiebergman): Should this really exist?
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1058,NOQA,Test Debt,P1_Data_Collection,return pickle.load(fh_binary)  # type: ignore  # noqa: S301
openml/openml-python,AutoML/RL,openml/datasets/dataset.py,1059,NOQA,Test Debt,P1_Data_Collection,except:  # noqa: E722
openml/openml-python,AutoML/RL,openml/datasets/functions.py,2,NOQA,Test Debt,P1_Data_Collection,# ruff: noqa: PLR0913
openml/openml-python,AutoML/RL,openml/datasets/functions.py,261,NOQA,Test Debt,P1_Data_Collection,"raise_error_if_not_exist: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,295,NOQA,Test Debt,P1_Data_Collection,"error_if_multiple: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,343,NOQA,Test Debt,P1_Data_Collection,"download_data: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,344,NOQA,Test Debt,P1_Data_Collection,"download_qualities: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,382,NOQA,Test Debt,P1_Data_Collection,"def get_dataset(  # noqa: C901, PLR0912"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,384,NOQA,Test Debt,P1_Data_Collection,"download_data: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,386,NOQA,Test Debt,P1_Data_Collection,"error_if_multiple: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,388,NOQA,Test Debt,P1_Data_Collection,"download_qualities: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,389,NOQA,Test Debt,P1_Data_Collection,"download_features_meta_data: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,390,NOQA,Test Debt,P1_Data_Collection,"download_all_files: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,391,NOQA,Test Debt,P1_Data_Collection,"force_refresh_cache: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,603,NOQA,Test Debt,P1_Data_Collection,"def create_dataset(  # noqa: C901, PLR0912, PLR0915"
openml/openml-python,AutoML/RL,openml/datasets/functions.py,611,TODO,Requirement Debt,P1_Data_Collection,# TODO(eddiebergman): Docstring says `type` but I don't know what this is other than strings
openml/openml-python,AutoML/RL,openml/datasets/functions.py,615,TODO,Requirement Debt,P1_Data_Collection,# TODO(eddiebergman): Function requires `default_target_attribute` exist but API allows None
openml/openml-python,AutoML/RL,openml/datasets/functions.py,1105,TODO,Requirement Debt,P1_Data_Collection,# TODO implement a cache for this that invalidates itself after some time
openml/openml-python,AutoML/RL,openml/datasets/functions.py,1114,NOQA,Test Debt,P1_Data_Collection,except Exception:  # noqa: BLE001
openml/openml-python,AutoML/RL,openml/datasets/functions.py,1132,NOQA,Test Debt,P1_Data_Collection,"download_all_files: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/evaluations/functions.py,2,NOQA,Test Debt,P3_Model_Development,# ruff: noqa: PLR0913
openml/openml-python,AutoML/RL,openml/evaluations/functions.py,185,NOQA,Test Debt,P3_Model_Development,"parameters_in_separate_columns: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/extensions/extension_interface.py,66,NOQA,Test Debt,P3_Model_Development,"initialize_with_defaults: bool = False,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/extensions/extension_interface.py,67,NOQA,Test Debt,P3_Model_Development,"strict_version: bool = True,  # noqa: FBT002"
openml/openml-python,AutoML/RL,openml/extensions/extension_interface.py,159,NOQA,Test Debt,P3_Model_Development,def _run_model_on_fold(  # noqa: PLR0913
openml/openml-python,AutoML/RL,openml/extensions/extension_interface.py,270,TODO,Requirement Debt,P3_Model_Development,# TODO a trace belongs to a run and therefore a flow -> simplify this part of the interface!
facebookresearch/flores,NLP,ocr/data_collection/augment_data.py,19,TODO,Requirement Debt,P3_Model_Development,# TODO: font weight?
facebookresearch/flores,NLP,shared_tasks/dynalab/handler.py,132,TODO,Requirement Debt,P3_Model_Development,# TODO: this doesn't seem to produce good results. wrong EOS / BOS ?
facebookresearch/flores,NLP,previous_releases/floresv1/scripts/train.py,14,TEMP,Design Debt,P3_Model_Development,"from tempfile import TemporaryDirectory, NamedTemporaryFile as TempFile"
facebookresearch/flores,NLP,previous_releases/floresv1/scripts/translate.py,14,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile as TempFile
huggingface/transformers,NLP,conftest.py,159,TODO,Requirement Debt,P3_Model_Development,"# TODO: Considering move this to `enable_tf32`, or report a bug to `torch`."
huggingface/transformers,NLP,conftest.py,167,TODO,Requirement Debt,P3_Model_Development,# TODO: report a bug to `torch`
huggingface/transformers,NLP,.circleci/create_circleci_config.py,54,TODO,Requirement Debt,P3_Model_Development,# TODO: error downloading tokenizer's `merged.txt` from hub can cause all the exceptions below. Throw and handle
huggingface/transformers,NLP,.circleci/create_circleci_config.py,116,HACK,Design Debt,P3_Model_Development,# BIG HACK WILL REMOVE ONCE FETCHER IS UPDATED
huggingface/transformers,NLP,.circleci/create_circleci_config.py,318,TODO,Requirement Debt,P3_Model_Development,# TODO: remove this once it works directly
huggingface/transformers,NLP,.circleci/create_circleci_config.py,354,TODO,Requirement Debt,P3_Model_Development,# TODO @ArthurZucker remove this once docker is easier to build
